['name', 'redshift', 'B-Band Mag', 'Strech', 'Color', 'dist mod', 'sample', 'Failed', '?', 'Position', 'Sn Type']
['03D4fd', '0.7910', [24.2, 0.08], [-0.17, 0.42], [-0.04, 0.05], [43.58, 0.2], '0.424', '14', '', [22.270680833333333, -17.39557222222222], '', 'Ia']
['03D4dy', '0.6040', [23.27, 0.06], [0.89, 0.21], [0.05, 0.03], [42.53, 0.16], '0.992', '14', '', [22.247368333333334, -17.956477777777778], '', 'Ia']
['03D4di', '0.9050', [24.24, 0.09], [0.86, 0.4], [-0.0, 0.08], [43.64, 0.26], '0.861', '14', '', [22.2361775, -17.506616666666666], '', 'Ia']
['03D4dh', '0.6268', [23.35, 0.06], [0.83, 0.21], [-0.01, 0.03], [42.76, 0.16], '0.999', '14', '', [22.291951944444445, -17.62965277777778], '', 'Ia']
['03D4cz', '0.6950', [24.03, 0.08], [-2.36, 0.41], [-0.06, 0.06], [43.21, 0.21], '0.048', '14', '', [22.278294444444445, -17.926269444444447], '', 'Ia']
['03D4cy', '0.9271', [24.55, 0.1], [-0.14, 0.29], [-0.05, 0.08], [43.94, 0.29], '0.847', '14', '', [22.227893055555555, -17.681641666666668], '', 'Ia']
['03D4cx', '0.9490', [24.47, 0.1], [-0.27, 0.54], [0.13, 0.09], [43.44, 0.28], '0.000', '14', '', [22.242709444444447, -17.58751111111111], '', 'Ia']
['03D4cn', '0.8180', [24.63, 0.09], [-2.62, 0.59], [0.09, 0.09], [43.39, 0.27], '0.552', '14', '', [22.276240277777777, -17.270155555555554], '', 'Ia']
['03D4bc', '0.5720', [24.53, 0.09], [-2.14, 0.66], [-0.09, 0.08], [43.8, 0.23], '0.552', '14', 'o', [22.2578175, -17.830183333333334], '', '']
['03D4au', '0.4680', [23.81, 0.05], [0.47, 0.37], [0.25, 0.04], [42.55, 0.16], '0.552', '14', '', [22.269424444444443, -18.07758888888889], '', 'Ia']
['03D4at', '0.6330', [23.7, 0.06], [-0.47, 0.32], [-0.05, 0.04], [43.05, 0.17], '1.000', '14', '', [22.240011111111112, -17.776727777777776], '', 'Ia']
['03D3bh', '0.2486', [21.23, 0.07], [0.55, 0.22], [-0.01, 0.05], [40.61, 0.15], '0.552', '14', '', [14.359972222222222, 52.52741666666667], '', 'Ia']
['03D3ay', '0.3709', [22.21, 0.06], [0.25, 0.28], [-0.04, 0.03], [41.67, 0.15], '0.001', '14', '', [14.299571944444445, 52.48261388888889], '', 'Ia']
['03D3aw', '0.4490', [22.54, 0.06], [-0.13, 0.28], [-0.07, 0.03], [42.02, 0.16], '0.000', '14', '', [14.348203333333334, 52.605625], '', 'Ia']
['03D3af', '0.5320', [23.48, 0.06], [-0.36, 0.27], [0.07, 0.03], [42.57, 0.17], '0.552', '14', '', [14.3541325, 52.53758055555555], '', 'Ia']
['03D1gt', '0.5480', [24.04, 0.07], [-2.2, 0.43], [0.31, 0.06], [42.3, 0.19], '0.552', '14', '', [2.4155583333333333, -4.126891666666666], '', 'Ia']
['03D1fq', '0.8000', [24.51, 0.08], [-1.68, 0.52], [-0.03, 0.06], [43.71, 0.22], '0.000', '14', '', [2.448795555555556, -4.302216666666666], '', 'Ia']
['03D1fl', '0.6880', [23.58, 0.07], [-0.07, 0.27], [-0.07, 0.03], [43.05, 0.17], '0.552', '14', '', [2.4328605555555556, -4.128897222222222], '', 'Ia']
['03D1fc', '0.3310', [21.81, 0.04], [0.21, 0.19], [0.03, 0.02], [41.08, 0.14], '0.000', '14', '', [2.4287766666666664, -4.144058333333334], '', 'Ia']
['03D1ew', '0.8680', [24.31, 0.09], [0.19, 0.37], [0.05, 0.07], [43.49, 0.25], '0.921', '14', '', [2.403919722222222, -4.665852777777778], '', 'Ia']
['03D1co', '0.6790', [24.09, 0.08], [0.67, 0.54], [-0.0, 0.05], [43.46, 0.2], '1.000', '14', '', [2.4378497222222224, -4.93505], '', 'Ia']
['03D1cm', '0.8700', [24.54, 0.11], [3.41, 0.96], [0.01, 0.09], [44.23, 0.28], '0.552', '14', '', [2.4153522222222223, -4.384277777777778], '', '.Iap:']
['03D1bp', '0.3460', [22.41, 0.05], [-1.15, 0.22], [0.09, 0.04], [41.36, 0.15], '0.000', '14', '', [2.4438155555555556, -4.838780555555555], '', 'Ia']
['03D1ax', '0.4960', [22.96, 0.05], [-1.0, 0.17], [-0.02, 0.03], [42.21, 0.15], '0.000', '14', '', [2.4064858333333334, -4.720775], '', 'Ia']
['03D1aw', '0.5817', [23.55, 0.06], [-0.04, 0.31], [0.06, 0.03], [42.67, 0.16], '1.000', '14', '', [2.4041088888888886, -4.517158333333334], '', 'Ia']
['03D1au', '0.5043', [22.98, 0.05], [1.04, 0.21], [0.02, 0.02], [42.34, 0.15], '1.000', '14', '', [2.4028805555555555, -4.0374694444444446], '', 'Ia']
